lead_id,data_criacao,segmento,categoria_produto,canal_origem,vendedor,cidade,estagio_funil,valor_proposta,data_fechamento_ou_perda,motivo_perda
4647,2025-11-05,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Ana Ribeiro,Dourados,Perdido,318.25,2025-11-19,Desistência da compra
4648,2025-12-27,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Fernanda Lima,Campo Grande,Venda Fechada,374.83,2025-12-30,
4649,2025-06-07,Consumidor Final (B2C),Papelaria e Escritório,Vendedor Externo (B2B),João Pedro,Corumbá,Perdido,419.51,2025-06-22,Prazo de entrega incompatível
4650,2024-06-06,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Rafael Torres,Campo Grande,Lead,395.14,,
4651,2025-01-04,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Carlos Souza,Ponta Porã,Perdido,135.84,2025-01-15,Fora do orçamento (B2B)
4652,2025-04-13,Consumidor Final (B2C),Alimentos e Bebidas,Instagram/Redes Sociais,Carlos Souza,Campo Grande,Venda Fechada,307.47,2025-05-04,
4653,2024-05-21,Consumidor Final (B2C),Utilidades Domésticas,Vendedor Externo (B2B),Fernanda Lima,Corumbá,Qualificado,321.13,,
4654,2024-05-12,Consumidor Final (B2C),Brinquedos,Marketplace,Ana Ribeiro,Ponta Porã,Proposta Enviada,327.65,,
4655,2025-09-09,Conta Corporativa (B2B),Móveis,Marketplace,Ana Ribeiro,Ponta Porã,Lead,10828.33,,
4656,2025-08-04,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Carlos Souza,Campo Grande,Venda Fechada,191.47,2025-08-11,
4657,2024-11-06,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Ana Ribeiro,Ponta Porã,Perdido,349.46,2024-11-10,Sem retorno
4658,2025-01-15,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Rafael Torres,Campo Grande,Venda Fechada,358.92,2025-01-17,
4659,2025-10-12,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Fernanda Lima,Corumbá,Venda Fechada,255.87,2025-10-16,
4660,2025-08-02,Consumidor Final (B2C),Móveis,Indicação,Carlos Souza,Campo Grande,Perdido,94.14,2025-08-13,Preço
4661,2025-04-19,Consumidor Final (B2C),Eletrônicos,Indicação,Mariana Alves,Campo Grande,Venda Fechada,203.86,2025-05-11,
4662,2025-11-11,Conta Corporativa (B2B),Alimentos e Bebidas,Indicação,Ana Ribeiro,Dourados,Perdido,11893.05,2025-11-13,Concorrente
4663,2025-04-27,Consumidor Final (B2C),Papelaria e Escritório,Vendedor Externo (B2B),Carlos Souza,Campo Grande,Venda Fechada,428.17,2025-05-02,
4664,2025-12-16,Consumidor Final (B2C),Ferramentas,Marketplace,Carlos Souza,Dourados,Venda Fechada,356.91,2025-12-31,
4665,2024-07-03,Consumidor Final (B2C),Papelaria e Escritório,Instagram/Redes Sociais,João Pedro,Campo Grande,Perdido,382.53,2024-07-09,Prazo de entrega incompatível
4666,2025-08-01,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Ana Ribeiro,Campo Grande,Qualificado,506.63,,
4667,2024-09-19,Consumidor Final (B2C),Beleza e Higiene,Vendedor Externo (B2B),Fernanda Lima,Campo Grande,Perdido,372.46,2024-09-27,Prazo de entrega incompatível
4668,2024-12-02,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,João Pedro,Três Lagoas,Venda Fechada,114.57,2024-12-24,
4669,2024-08-27,Consumidor Final (B2C),Utilidades Domésticas,Google Ads,João Pedro,Campo Grande,Perdido,359.56,2024-09-09,Preço
4670,2024-09-04,Consumidor Final (B2C),Beleza e Higiene,Indicação,Fernanda Lima,Ponta Porã,Qualificado,284.53,,
4671,2025-07-31,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Mariana Alves,Dourados,Venda Fechada,271.7,2025-08-29,
4672,2025-05-31,Consumidor Final (B2C),Casa e Decoração,Marketplace,Ana Ribeiro,Dourados,Perdido,267.43,2025-06-03,Fora do orçamento (B2B)
4673,2025-03-09,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Ana Ribeiro,Ponta Porã,Venda Fechada,391.75,2025-04-06,
4674,2025-01-11,Consumidor Final (B2C),Ferramentas,Loja Física,Mariana Alves,Campo Grande,Venda Fechada,257.22,2025-02-03,
4675,2024-07-23,Consumidor Final (B2C),Ferramentas,Marketplace,João Pedro,Campo Grande,Venda Fechada,322.41,2024-08-12,
4676,2024-10-28,Conta Corporativa (B2B),Móveis,Marketplace,João Pedro,Dourados,Proposta Enviada,9858.43,,
4677,2024-12-14,Consumidor Final (B2C),Casa e Decoração,Loja Física,João Pedro,Dourados,Qualificado,222.81,,
4678,2025-12-19,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Rafael Torres,Campo Grande,Lead,357.98,,
4679,2024-12-07,Conta Corporativa (B2B),Móveis,Loja Física,Rafael Torres,Campo Grande,Venda Fechada,11433.46,2024-12-17,
4680,2024-09-10,Consumidor Final (B2C),Casa e Decoração,E-commerce,Fernanda Lima,Campo Grande,Proposta Enviada,318.09,,
4681,2025-01-10,Consumidor Final (B2C),Casa e Decoração,E-commerce,Carlos Souza,Campo Grande,Venda Fechada,211.36,2025-01-21,
4682,2025-12-02,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Rafael Torres,Campo Grande,Venda Fechada,6646.95,2025-12-24,
4683,2024-01-31,Consumidor Final (B2C),Eletrônicos,Loja Física,Fernanda Lima,Três Lagoas,Qualificado,322.65,,
4684,2025-11-06,Conta Corporativa (B2B),Eletrônicos,E-commerce,Carlos Souza,Dourados,Lead,7599.54,,
4685,2025-08-15,Conta Corporativa (B2B),Móveis,Loja Física,Carlos Souza,Dourados,Perdido,8640.13,2025-08-29,Concorrente
4686,2025-06-27,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Mariana Alves,Dourados,Perdido,505.13,2025-07-14,Preço
4687,2025-09-01,Consumidor Final (B2C),Moda e Vestuário,Instagram/Redes Sociais,João Pedro,Três Lagoas,Lead,402.67,,
4688,2025-02-12,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Mariana Alves,Campo Grande,Perdido,438.45,2025-02-25,Desistência da compra
4689,2024-04-30,Consumidor Final (B2C),Eletrônicos,E-commerce,Mariana Alves,Campo Grande,Venda Fechada,366.93,2024-05-16,
4690,2025-05-23,Consumidor Final (B2C),Ferramentas,E-commerce,Carlos Souza,Ponta Porã,Venda Fechada,327.55,2025-06-06,
4691,2025-09-04,Conta Corporativa (B2B),Móveis,Google Ads,João Pedro,Dourados,Perdido,8929.31,2025-09-23,Desistência da compra
4692,2024-01-14,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Carlos Souza,Corumbá,Perdido,405.42,2024-01-29,Fora do orçamento (B2B)
4693,2025-08-29,Conta Corporativa (B2B),Ferramentas,Indicação,Fernanda Lima,Campo Grande,Perdido,9879.56,2025-09-16,Prazo de entrega incompatível
4694,2024-06-06,Consumidor Final (B2C),Ferramentas,E-commerce,João Pedro,Três Lagoas,Perdido,328.55,2024-06-08,Sem retorno
4695,2024-03-08,Consumidor Final (B2C),Moda e Vestuário,Instagram/Redes Sociais,Rafael Torres,Corumbá,Qualificado,242.85,,
4696,2025-08-26,Consumidor Final (B2C),Ferramentas,E-commerce,João Pedro,Campo Grande,Perdido,191.4,2025-09-02,Sem retorno
4697,2025-04-06,Consumidor Final (B2C),Ferramentas,E-commerce,Carlos Souza,Três Lagoas,Venda Fechada,425.05,2025-04-24,
4698,2024-07-08,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Fernanda Lima,Campo Grande,Perdido,274.89,2024-07-09,Prazo de entrega incompatível
4699,2024-04-07,Consumidor Final (B2C),Utilidades Domésticas,Marketplace,Ana Ribeiro,Campo Grande,Perdido,308.86,2024-04-17,Prazo de entrega incompatível
4700,2024-05-12,Consumidor Final (B2C),Móveis,Instagram/Redes Sociais,João Pedro,Três Lagoas,Perdido,236.96,2024-05-29,Fora do orçamento (B2B)
4701,2025-01-07,Consumidor Final (B2C),Beleza e Higiene,Indicação,Rafael Torres,Corumbá,Perdido,312.43,2025-01-23,Prazo de entrega incompatível
4702,2025-09-29,Consumidor Final (B2C),Brinquedos,Indicação,Fernanda Lima,Três Lagoas,Venda Fechada,184.76,2025-10-15,
4703,2025-04-01,Consumidor Final (B2C),Ferramentas,Marketplace,Fernanda Lima,Corumbá,Venda Fechada,284.09,2025-04-11,
4704,2025-06-22,Conta Corporativa (B2B),Brinquedos,E-commerce,Mariana Alves,Dourados,Proposta Enviada,8374.06,,
4705,2024-10-01,Conta Corporativa (B2B),Brinquedos,Loja Física,Ana Ribeiro,Campo Grande,Qualificado,8552.05,,
4706,2025-08-10,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Rafael Torres,Ponta Porã,Proposta Enviada,217.83,,
4707,2025-05-22,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Mariana Alves,Campo Grande,Perdido,462.02,2025-05-24,Prazo de entrega incompatível
4708,2025-01-20,Consumidor Final (B2C),Ferramentas,Marketplace,Rafael Torres,Ponta Porã,Perdido,469.98,2025-01-29,Desistência da compra
4709,2025-02-05,Consumidor Final (B2C),Eletrônicos,Indicação,Fernanda Lima,Campo Grande,Venda Fechada,364.12,2025-02-17,
4710,2025-11-15,Conta Corporativa (B2B),Beleza e Higiene,Instagram/Redes Sociais,João Pedro,Dourados,Proposta Enviada,8945.59,,
4711,2025-12-18,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Mariana Alves,Corumbá,Venda Fechada,371.13,2025-12-31,
4712,2025-10-30,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,João Pedro,Ponta Porã,Perdido,318.16,2025-11-15,Preço
4713,2024-10-15,Consumidor Final (B2C),Brinquedos,Indicação,Rafael Torres,Campo Grande,Lead,350.17,,
4714,2024-04-09,Conta Corporativa (B2B),Brinquedos,E-commerce,Rafael Torres,Corumbá,Perdido,7202.24,2024-04-19,Desistência da compra
4715,2024-10-07,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Carlos Souza,Ponta Porã,Perdido,417.07,2024-10-12,Prazo de entrega incompatível
4716,2025-06-02,Consumidor Final (B2C),Eletrônicos,E-commerce,João Pedro,Campo Grande,Qualificado,251.55,,
4717,2024-05-27,Consumidor Final (B2C),Ferramentas,Google Ads,João Pedro,Campo Grande,Venda Fechada,359.45,2024-06-25,
4718,2024-08-19,Consumidor Final (B2C),Ferramentas,E-commerce,Rafael Torres,Campo Grande,Venda Fechada,319.71,2024-08-28,
4719,2024-10-14,Conta Corporativa (B2B),Eletrônicos,Indicação,Rafael Torres,Campo Grande,Perdido,7372.57,2024-10-27,Prazo de entrega incompatível
4720,2025-06-08,Consumidor Final (B2C),Móveis,Indicação,Rafael Torres,Corumbá,Perdido,341.24,2025-06-21,Desistência da compra
4721,2024-10-22,Consumidor Final (B2C),Utilidades Domésticas,Google Ads,Ana Ribeiro,Campo Grande,Venda Fechada,290.21,2024-10-30,
4722,2025-02-17,Consumidor Final (B2C),Utilidades Domésticas,Indicação,Ana Ribeiro,Campo Grande,Venda Fechada,183.53,2025-03-18,
4723,2024-03-15,Consumidor Final (B2C),Beleza e Higiene,Google Ads,Rafael Torres,Campo Grande,Perdido,265.65,2024-03-29,Fora do orçamento (B2B)
4724,2024-01-05,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Rafael Torres,Dourados,Perdido,375.79,2024-01-16,Preço
4725,2025-11-17,Consumidor Final (B2C),Alimentos e Bebidas,Vendedor Externo (B2B),Ana Ribeiro,Campo Grande,Perdido,382.85,2025-11-24,Fora do orçamento (B2B)
4726,2025-04-21,Consumidor Final (B2C),Beleza e Higiene,Indicação,Mariana Alves,Três Lagoas,Proposta Enviada,443.2,,
4727,2024-01-03,Consumidor Final (B2C),Móveis,Loja Física,Rafael Torres,Dourados,Qualificado,447.89,,
4728,2025-12-27,Consumidor Final (B2C),Casa e Decoração,Indicação,Ana Ribeiro,Campo Grande,Perdido,260.93,2025-12-28,Fora do orçamento (B2B)
4729,2024-10-04,Consumidor Final (B2C),Brinquedos,Marketplace,Rafael Torres,Dourados,Venda Fechada,358.73,2024-10-29,
4730,2024-03-17,Consumidor Final (B2C),Moda e Vestuário,Instagram/Redes Sociais,Rafael Torres,Campo Grande,Venda Fechada,171.13,2024-03-25,
4731,2025-10-16,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,Mariana Alves,Campo Grande,Venda Fechada,311.63,2025-11-13,
4732,2024-08-02,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,Rafael Torres,Três Lagoas,Perdido,369.17,2024-08-14,Prazo de entrega incompatível
4733,2025-04-16,Consumidor Final (B2C),Ferramentas,Marketplace,Mariana Alves,Três Lagoas,Perdido,186.76,2025-04-25,Prazo de entrega incompatível
4734,2024-11-18,Consumidor Final (B2C),Móveis,Marketplace,Carlos Souza,Campo Grande,Perdido,92.56,2024-11-30,Sem retorno
4735,2024-01-23,Consumidor Final (B2C),Casa e Decoração,E-commerce,Carlos Souza,Campo Grande,Venda Fechada,316.88,2024-02-05,
4736,2025-10-08,Consumidor Final (B2C),Papelaria e Escritório,Indicação,João Pedro,Corumbá,Venda Fechada,303.64,2025-10-10,
4737,2024-12-07,Consumidor Final (B2C),Moda e Vestuário,Loja Física,Ana Ribeiro,Ponta Porã,Qualificado,394.69,,
4738,2025-03-24,Consumidor Final (B2C),Móveis,Indicação,Ana Ribeiro,Corumbá,Perdido,247.35,2025-03-30,Desistência da compra
4739,2024-07-05,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Carlos Souza,Corumbá,Venda Fechada,258.6,2024-07-15,
4740,2025-06-30,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Ana Ribeiro,Campo Grande,Qualificado,429.76,,
4741,2024-10-26,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Rafael Torres,Campo Grande,Perdido,392.94,2024-11-14,Desistência da compra
4742,2025-10-07,Conta Corporativa (B2B),Eletrônicos,Instagram/Redes Sociais,Ana Ribeiro,Campo Grande,Perdido,8893.84,2025-10-18,Concorrente
4743,2024-06-10,Conta Corporativa (B2B),Ferramentas,E-commerce,Rafael Torres,Três Lagoas,Qualificado,8477.22,,
4744,2025-10-23,Conta Corporativa (B2B),Móveis,Loja Física,João Pedro,Ponta Porã,Perdido,10309.76,2025-10-31,Sem retorno
4745,2025-12-25,Conta Corporativa (B2B),Alimentos e Bebidas,Loja Física,Fernanda Lima,Ponta Porã,Venda Fechada,10385.06,2025-12-29,
4746,2024-11-23,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,Fernanda Lima,Dourados,Venda Fechada,306.5,2024-11-27,
4747,2024-03-19,Conta Corporativa (B2B),Beleza e Higiene,E-commerce,Carlos Souza,Dourados,Perdido,7729.62,2024-03-25,Desistência da compra
4748,2025-01-05,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Fernanda Lima,Campo Grande,Proposta Enviada,146.69,,
4749,2024-06-27,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Carlos Souza,Dourados,Perdido,292.55,2024-07-06,Prazo de entrega incompatível
4750,2025-11-26,Consumidor Final (B2C),Brinquedos,E-commerce,Mariana Alves,Corumbá,Qualificado,284.63,,
4751,2024-07-25,Consumidor Final (B2C),Beleza e Higiene,Marketplace,João Pedro,Três Lagoas,Venda Fechada,229.12,2024-08-14,
4752,2024-07-05,Consumidor Final (B2C),Moda e Vestuário,Google Ads,Fernanda Lima,Campo Grande,Perdido,336.6,2024-07-24,Prazo de entrega incompatível
4753,2025-10-11,Consumidor Final (B2C),Casa e Decoração,Instagram/Redes Sociais,Fernanda Lima,Campo Grande,Perdido,210.55,2025-10-26,Fora do orçamento (B2B)
4754,2024-06-27,Consumidor Final (B2C),Moda e Vestuário,Vendedor Externo (B2B),Mariana Alves,Campo Grande,Proposta Enviada,487.2,,
4755,2024-03-15,Conta Corporativa (B2B),Alimentos e Bebidas,E-commerce,João Pedro,Campo Grande,Perdido,9371.94,2024-03-21,Sem retorno
4756,2025-09-16,Consumidor Final (B2C),Beleza e Higiene,Marketplace,Mariana Alves,Dourados,Qualificado,332.46,,
4757,2024-01-24,Consumidor Final (B2C),Moda e Vestuário,E-commerce,Fernanda Lima,Dourados,Venda Fechada,176.87,2024-02-21,
4758,2024-06-25,Consumidor Final (B2C),Eletrônicos,Google Ads,Fernanda Lima,Dourados,Perdido,349.22,2024-06-28,Fora do orçamento (B2B)
4759,2025-04-10,Consumidor Final (B2C),Casa e Decoração,Marketplace,João Pedro,Ponta Porã,Perdido,358.32,2025-04-28,Desistência da compra
4760,2025-10-31,Consumidor Final (B2C),Casa e Decoração,Instagram/Redes Sociais,Carlos Souza,Corumbá,Venda Fechada,239.04,2025-11-19,
4761,2025-05-07,Conta Corporativa (B2B),Papelaria e Escritório,Loja Física,Rafael Torres,Ponta Porã,Perdido,6863.16,2025-05-17,Preço
4762,2024-10-20,Conta Corporativa (B2B),Eletrônicos,E-commerce,Ana Ribeiro,Ponta Porã,Perdido,5792.71,2024-10-24,Prazo de entrega incompatível
4763,2024-11-20,Consumidor Final (B2C),Móveis,Loja Física,Fernanda Lima,Campo Grande,Perdido,373.36,2024-11-29,Concorrente
4764,2024-02-14,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Mariana Alves,Dourados,Perdido,264.92,2024-02-19,Desistência da compra
4765,2025-08-03,Consumidor Final (B2C),Moda e Vestuário,Marketplace,Mariana Alves,Ponta Porã,Perdido,140.15,2025-08-20,Sem retorno
4766,2025-07-06,Consumidor Final (B2C),Brinquedos,E-commerce,Mariana Alves,Ponta Porã,Venda Fechada,394.68,2025-07-10,
4767,2024-06-15,Conta Corporativa (B2B),Casa e Decoração,E-commerce,Mariana Alves,Campo Grande,Perdido,7049.96,2024-06-16,Concorrente
4768,2024-11-30,Conta Corporativa (B2B),Eletrônicos,Loja Física,Rafael Torres,Ponta Porã,Perdido,10219.63,2024-12-15,Concorrente
4769,2024-01-22,Consumidor Final (B2C),Móveis,Marketplace,Carlos Souza,Corumbá,Venda Fechada,402.25,2024-02-05,
4770,2025-03-14,Consumidor Final (B2C),Casa e Decoração,Loja Física,Carlos Souza,Três Lagoas,Venda Fechada,337.15,2025-03-23,
4771,2024-09-05,Consumidor Final (B2C),Móveis,Marketplace,Ana Ribeiro,Campo Grande,Venda Fechada,269.58,2024-09-26,
4772,2024-11-12,Consumidor Final (B2C),Alimentos e Bebidas,Indicação,Mariana Alves,Campo Grande,Qualificado,126.58,,
4773,2025-10-09,Consumidor Final (B2C),Móveis,Indicação,Rafael Torres,Corumbá,Perdido,264.67,2025-10-14,Sem retorno
4774,2024-09-29,Consumidor Final (B2C),Utilidades Domésticas,Instagram/Redes Sociais,Ana Ribeiro,Ponta Porã,Lead,195.65,,
4775,2025-05-31,Consumidor Final (B2C),Brinquedos,Loja Física,Ana Ribeiro,Campo Grande,Venda Fechada,348.25,2025-06-15,
4776,2024-01-16,Consumidor Final (B2C),Casa e Decoração,E-commerce,João Pedro,Campo Grande,Qualificado,248.45,,
4777,2025-01-13,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Carlos Souza,Campo Grande,Venda Fechada,335.45,2025-02-10,
4778,2025-01-01,Consumidor Final (B2C),Beleza e Higiene,Google Ads,Ana Ribeiro,Dourados,Venda Fechada,344.45,2025-01-02,
4779,2024-10-19,Consumidor Final (B2C),Eletrônicos,Google Ads,Fernanda Lima,Campo Grande,Perdido,247.56,2024-11-02,Preço
4780,2025-08-24,Consumidor Final (B2C),Alimentos e Bebidas,Loja Física,Fernanda Lima,Três Lagoas,Perdido,508.74,2025-08-27,Preço
4781,2024-08-15,Consumidor Final (B2C),Casa e Decoração,Indicação,João Pedro,Campo Grande,Proposta Enviada,403.64,,
4782,2025-04-11,Consumidor Final (B2C),Eletrônicos,Marketplace,Ana Ribeiro,Ponta Porã,Venda Fechada,415.26,2025-04-27,
4783,2025-12-14,Consumidor Final (B2C),Beleza e Higiene,E-commerce,Carlos Souza,Campo Grande,Perdido,242.9,2026-01-01,Preço
4784,2025-06-16,Consumidor Final (B2C),Brinquedos,Loja Física,Ana Ribeiro,Dourados,Perdido,268.39,2025-06-17,Concorrente
4785,2025-09-11,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,João Pedro,Três Lagoas,Perdido,238.81,2025-09-22,Sem retorno
4786,2024-08-03,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,Mariana Alves,Três Lagoas,Venda Fechada,305.85,2024-08-15,
4787,2025-09-08,Consumidor Final (B2C),Brinquedos,Indicação,Rafael Torres,Três Lagoas,Perdido,312.26,2025-09-12,Preço
4788,2024-02-01,Consumidor Final (B2C),Utilidades Domésticas,Google Ads,Ana Ribeiro,Campo Grande,Perdido,273.3,2024-02-15,Concorrente
4789,2024-07-08,Consumidor Final (B2C),Beleza e Higiene,Instagram/Redes Sociais,Rafael Torres,Três Lagoas,Venda Fechada,201.96,2024-07-24,
4790,2025-08-14,Consumidor Final (B2C),Casa e Decoração,Marketplace,Rafael Torres,Três Lagoas,Venda Fechada,300.81,2025-08-31,
4791,2024-10-04,Consumidor Final (B2C),Alimentos e Bebidas,Indicação,Carlos Souza,Campo Grande,Perdido,265.02,2024-10-05,Fora do orçamento (B2B)
4792,2025-05-19,Consumidor Final (B2C),Papelaria e Escritório,Loja Física,Ana Ribeiro,Dourados,Venda Fechada,328.14,2025-05-25,
4793,2025-04-18,Consumidor Final (B2C),Brinquedos,Indicação,João Pedro,Ponta Porã,Proposta Enviada,286.16,,
4794,2024-06-07,Conta Corporativa (B2B),Moda e Vestuário,Loja Física,Mariana Alves,Dourados,Venda Fechada,5659.51,2024-06-11,
4795,2024-09-28,Consumidor Final (B2C),Móveis,E-commerce,Carlos Souza,Campo Grande,Qualificado,261.15,,
4796,2025-01-27,Consumidor Final (B2C),Moda e Vestuário,Google Ads,Ana Ribeiro,Três Lagoas,Qualificado,449.52,,
4797,2025-01-25,Conta Corporativa (B2B),Casa e Decoração,Marketplace,Fernanda Lima,Dourados,Perdido,7905.17,2025-01-26,Prazo de entrega incompatível
4798,2025-05-22,Conta Corporativa (B2B),Beleza e Higiene,Google Ads,Carlos Souza,Ponta Porã,Perdido,9636.99,2025-05-27,Preço
4799,2025-03-13,Consumidor Final (B2C),Utilidades Domésticas,Instagram/Redes Sociais,Rafael Torres,Dourados,Proposta Enviada,267.94,,
4800,2025-11-27,Consumidor Final (B2C),Beleza e Higiene,Loja Física,Rafael Torres,Ponta Porã,Perdido,338.4,2025-12-16,Prazo de entrega incompatível
4801,2024-07-21,Conta Corporativa (B2B),Moda e Vestuário,Loja Física,João Pedro,Campo Grande,Perdido,7740.57,2024-08-08,Fora do orçamento (B2B)
4802,2024-11-15,Consumidor Final (B2C),Beleza e Higiene,Marketplace,Fernanda Lima,Corumbá,Venda Fechada,432.51,2024-11-18,
4803,2025-12-11,Conta Corporativa (B2B),Utilidades Domésticas,E-commerce,Mariana Alves,Corumbá,Perdido,10504.1,2025-12-25,Concorrente
4804,2024-05-25,Consumidor Final (B2C),Papelaria e Escritório,Marketplace,João Pedro,Campo Grande,Perdido,356.39,2024-06-13,Preço
4805,2025-08-07,Conta Corporativa (B2B),Utilidades Domésticas,Indicação,Rafael Torres,Ponta Porã,Perdido,10365.2,2025-08-15,Preço
4806,2025-06-14,Consumidor Final (B2C),Ferramentas,Loja Física,Fernanda Lima,Campo Grande,Qualificado,435.64,,
4807,2024-10-19,Consumidor Final (B2C),Móveis,Indicação,Fernanda Lima,Ponta Porã,Perdido,248.69,2024-10-24,Prazo de entrega incompatível
4808,2024-07-09,Conta Corporativa (B2B),Utilidades Domésticas,Google Ads,Fernanda Lima,Ponta Porã,Lead,9206.25,,
4809,2024-08-01,Consumidor Final (B2C),Ferramentas,Loja Física,Rafael Torres,Campo Grande,Perdido,327.33,2024-08-10,Concorrente
4810,2025-01-04,Conta Corporativa (B2B),Brinquedos,Loja Física,Carlos Souza,Dourados,Venda Fechada,8661.52,2025-01-27,
4811,2024-09-29,Consumidor Final (B2C),Brinquedos,Google Ads,Fernanda Lima,Corumbá,Proposta Enviada,314.83,,
4812,2024-07-21,Conta Corporativa (B2B),Ferramentas,Indicação,Fernanda Lima,Campo Grande,Perdido,7989.73,2024-07-27,Fora do orçamento (B2B)
4813,2024-05-12,Consumidor Final (B2C),Utilidades Domésticas,E-commerce,Mariana Alves,Corumbá,Perdido,345.38,2024-05-26,Preço
4814,2024-04-02,Consumidor Final (B2C),Ferramentas,Google Ads,Rafael Torres,Corumbá,Venda Fechada,263.68,2024-04-06,
4815,2024-08-14,Consumidor Final (B2C),Papelaria e Escritório,E-commerce,Mariana Alves,Ponta Porã,Perdido,403.38,2024-09-01,Sem retorno
4816,2025-09-27,Consumidor Final (B2C),Móveis,Loja Física,Ana Ribeiro,Dourados,Perdido,338.74,2025-10-03,Concorrente
4817,2025-11-09,Consumidor Final (B2C),Alimentos e Bebidas,E-commerce,João Pedro,Campo Grande,Perdido,414.61,2025-11-10,Fora do orçamento (B2B)
4818,2024-02-21,Consumidor Final (B2C),Brinquedos,E-commerce,Rafael Torres,Campo Grande,Perdido,210.04,2024-03-03,Fora do orçamento (B2B)
4819,2024-11-01,Consumidor Final (B2C),Ferramentas,Loja Física,Mariana Alves,Campo Grande,Venda Fechada,478.3,2024-11-07,
4820,2024-10-29,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Mariana Alves,Campo Grande,Perdido,245.74,2024-11-05,Sem retorno
4821,2025-03-10,Consumidor Final (B2C),Papelaria e Escritório,Google Ads,Fernanda Lima,Campo Grande,Perdido,309.2,2025-03-25,Concorrente
4822,2024-07-25,Consumidor Final (B2C),Casa e Decoração,Instagram/Redes Sociais,Rafael Torres,Ponta Porã,Venda Fechada,271.4,2024-08-03,
4823,2025-06-03,Consumidor Final (B2C),Eletrônicos,Indicação,Mariana Alves,Dourados,Venda Fechada,406.23,2025-06-18,
4824,2025-06-22,Conta Corporativa (B2B),Casa e Decoração,Marketplace,Fernanda Lima,Ponta Porã,Perdido,5391.71,2025-06-29,Fora do orçamento (B2B)
4825,2024-03-04,Consumidor Final (B2C),Beleza e Higiene,Indicação,Ana Ribeiro,Campo Grande,Lead,383.52,,
4826,2025-04-21,Conta Corporativa (B2B),Ferramentas,Instagram/Redes Sociais,João Pedro,Corumbá,Venda Fechada,3988.18,2025-05-08,
4827,2024-05-30,Consumidor Final (B2C),Eletrônicos,Google Ads,Carlos Souza,Três Lagoas,Proposta Enviada,360.84,,
4828,2024-10-09,Consumidor Final (B2C),Casa e Decoração,E-commerce,Mariana Alves,Campo Grande,Perdido,255.85,2024-10-12,Sem retorno
4829,2024-11-03,Consumidor Final (B2C),Utilidades Domésticas,Loja Física,Fernanda Lima,Dourados,Perdido,316.96,2024-11-22,Desistência da compra
4830,2024-07-13,Consumidor Final (B2C),Alimentos e Bebidas,Marketplace,Ana Ribeiro,Ponta Porã,Venda Fechada,300.3,2024-07-15,
4831,2024-10-08,Consumidor Final (B2C),Utilidades Domésticas,Google Ads,Mariana Alves,Corumbá,Perdido,306.44,2024-10-13,Concorrente
4832,2025-01-12,Conta Corporativa (B2B),Brinquedos,Google Ads,Carlos Souza,Corumbá,Proposta Enviada,10660.85,,
4833,2024-09-08,Consumidor Final (B2C),Casa e Decoração,Loja Física,Ana Ribeiro,Campo Grande,Perdido,365.52,2024-09-17,Preço
4834,2025-12-07,Consumidor Final (B2C),Brinquedos,Loja Física,Mariana Alves,Corumbá,Perdido,317.31,2025-12-24,Preço
