venda_id,lead_id,data_venda,categoria_produto,segmento,cidade,valor_venda,forma_pagamento
810,2491,2025-04-07,Beleza e Higiene,Consumidor Final (B2C),Dourados,273.1,Cartão parcelado
811,2492,2024-01-14,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,375.22,Cartão à vista
812,2495,2024-04-30,Ferramentas,Consumidor Final (B2C),Campo Grande,375.33,Cartão à vista
813,2497,2025-01-01,Eletrônicos,Consumidor Final (B2C),Corumbá,370.96,Cartão à vista
814,2498,2025-04-21,Móveis,Consumidor Final (B2C),Campo Grande,407.02,PIX
815,2503,2025-08-09,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,402.76,Cartão à vista
816,2504,2025-08-27,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,481.85,PIX
817,2509,2025-11-20,Brinquedos,Consumidor Final (B2C),Campo Grande,360.0,Cartão à vista
818,2510,2024-11-15,Papelaria e Escritório,Consumidor Final (B2C),Dourados,109.29,PIX
819,2515,2025-02-26,Brinquedos,Conta Corporativa (B2B),Dourados,8510.05,Cartão à vista
820,2524,2024-04-20,Utilidades Domésticas,Conta Corporativa (B2B),Campo Grande,6645.32,Cartão à vista
821,2528,2024-04-09,Ferramentas,Consumidor Final (B2C),Dourados,403.79,Cartão parcelado
822,2530,2025-07-19,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,221.57,Contrato Recorrente (B2B)
823,2532,2024-02-05,Ferramentas,Consumidor Final (B2C),Três Lagoas,174.01,PIX
824,2534,2025-06-06,Ferramentas,Conta Corporativa (B2B),Campo Grande,9334.91,Cartão parcelado
825,2535,2025-10-01,Eletrônicos,Consumidor Final (B2C),Corumbá,306.52,Cartão à vista
826,2540,2024-05-08,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,313.74,Cartão à vista
827,2541,2024-02-09,Beleza e Higiene,Consumidor Final (B2C),Dourados,378.01,PIX
828,2543,2025-06-24,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,182.74,PIX
829,2550,2024-03-24,Móveis,Consumidor Final (B2C),Três Lagoas,311.57,Cartão parcelado
830,2561,2025-12-29,Beleza e Higiene,Consumidor Final (B2C),Três Lagoas,335.09,Cartão parcelado
831,2562,2024-03-06,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,487.32,PIX
832,2570,2025-01-17,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,272.75,Cartão parcelado
833,2571,2025-02-04,Casa e Decoração,Consumidor Final (B2C),Campo Grande,342.64,Cartão parcelado
834,2575,2025-10-13,Moda e Vestuário,Consumidor Final (B2C),Ponta Porã,234.43,Cartão à vista
835,2577,2025-11-24,Brinquedos,Consumidor Final (B2C),Três Lagoas,377.53,Cartão à vista
836,2578,2025-08-27,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,383.76,Cartão parcelado
837,2581,2024-02-11,Eletrônicos,Consumidor Final (B2C),Corumbá,198.47,PIX
838,2585,2024-06-01,Eletrônicos,Consumidor Final (B2C),Campo Grande,342.41,PIX
839,2588,2025-08-18,Beleza e Higiene,Consumidor Final (B2C),Corumbá,479.24,PIX
840,2590,2024-08-17,Eletrônicos,Consumidor Final (B2C),Campo Grande,226.4,Boleto (B2B)
841,2592,2025-07-09,Utilidades Domésticas,Consumidor Final (B2C),Dourados,390.4,Cartão parcelado
842,2593,2024-10-13,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,273.37,Cartão à vista
843,2594,2025-02-20,Papelaria e Escritório,Consumidor Final (B2C),Dourados,346.95,Cartão à vista
844,2598,2024-09-21,Móveis,Consumidor Final (B2C),Ponta Porã,348.02,Contrato Recorrente (B2B)
845,2600,2025-12-27,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,268.08,Cartão parcelado
846,2601,2025-12-06,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,335.49,PIX
847,2604,2025-09-23,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,418.31,Cartão parcelado
848,2608,2024-04-28,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,334.01,Cartão parcelado
849,2610,2024-04-06,Ferramentas,Consumidor Final (B2C),Três Lagoas,210.91,Cartão à vista
850,2613,2025-03-23,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,493.76,Boleto (B2B)
851,2614,2024-06-04,Moda e Vestuário,Conta Corporativa (B2B),Três Lagoas,10757.59,Cartão à vista
852,2617,2025-07-06,Brinquedos,Consumidor Final (B2C),Campo Grande,344.76,Boleto (B2B)
853,2618,2025-03-28,Utilidades Domésticas,Consumidor Final (B2C),Corumbá,280.88,Cartão à vista
854,2619,2024-11-28,Casa e Decoração,Consumidor Final (B2C),Campo Grande,313.96,Cartão à vista
855,2622,2025-11-05,Eletrônicos,Conta Corporativa (B2B),Campo Grande,7416.99,Cartão à vista
856,2624,2025-02-08,Móveis,Consumidor Final (B2C),Corumbá,286.76,Boleto (B2B)
857,2625,2024-06-18,Móveis,Consumidor Final (B2C),Campo Grande,333.3,Cartão à vista
858,2626,2025-10-13,Móveis,Conta Corporativa (B2B),Três Lagoas,2930.85,Cartão parcelado
859,2630,2024-08-16,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,223.42,Cartão à vista
860,2633,2025-09-04,Eletrônicos,Consumidor Final (B2C),Campo Grande,345.65,Cartão à vista
861,2642,2025-05-23,Casa e Decoração,Consumidor Final (B2C),Campo Grande,397.52,Cartão parcelado
862,2643,2025-04-09,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,381.25,Contrato Recorrente (B2B)
863,2644,2025-06-09,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,368.94,Boleto (B2B)
864,2647,2025-04-12,Móveis,Consumidor Final (B2C),Campo Grande,484.72,Cartão à vista
865,2649,2024-08-21,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,328.91,Boleto (B2B)
866,2654,2025-03-01,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,242.15,Cartão parcelado
867,2656,2025-09-23,Móveis,Consumidor Final (B2C),Campo Grande,390.78,Cartão à vista
868,2658,2024-06-23,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,166.92,PIX
869,2659,2025-04-14,Papelaria e Escritório,Consumidor Final (B2C),Dourados,320.38,Cartão à vista
870,2662,2025-02-26,Móveis,Consumidor Final (B2C),Ponta Porã,454.99,Boleto (B2B)
871,2667,2025-10-30,Brinquedos,Consumidor Final (B2C),Dourados,380.81,PIX
872,2668,2025-04-26,Moda e Vestuário,Conta Corporativa (B2B),Dourados,4742.56,Cartão à vista
873,2676,2025-04-29,Casa e Decoração,Consumidor Final (B2C),Dourados,276.22,Cartão parcelado
874,2677,2024-11-08,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,455.76,Cartão parcelado
875,2681,2025-05-11,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,298.49,Cartão parcelado
876,2684,2024-05-13,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,336.96,Cartão parcelado
877,2687,2024-10-06,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,396.98,Cartão parcelado
878,2689,2024-10-11,Moda e Vestuário,Consumidor Final (B2C),Dourados,272.89,Cartão parcelado
879,2692,2024-03-15,Móveis,Consumidor Final (B2C),Dourados,335.26,PIX
880,2693,2025-09-02,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,369.88,Boleto (B2B)
881,2696,2025-10-20,Utilidades Domésticas,Conta Corporativa (B2B),Dourados,5292.47,Cartão à vista
882,2699,2024-07-23,Ferramentas,Consumidor Final (B2C),Campo Grande,195.66,Cartão parcelado
883,2701,2025-06-24,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,388.31,PIX
884,2710,2024-12-03,Móveis,Consumidor Final (B2C),Corumbá,192.67,Cartão à vista
885,2711,2025-12-12,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,383.34,Boleto (B2B)
886,2713,2025-06-27,Casa e Decoração,Consumidor Final (B2C),Campo Grande,287.57,Cartão à vista
887,2716,2025-06-19,Brinquedos,Consumidor Final (B2C),Dourados,352.82,PIX
888,2721,2025-07-29,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,233.1,PIX
889,2723,2025-05-04,Utilidades Domésticas,Consumidor Final (B2C),Dourados,319.69,Cartão parcelado
890,2724,2025-12-31,Móveis,Consumidor Final (B2C),Três Lagoas,322.03,Boleto (B2B)
891,2727,2024-11-28,Ferramentas,Consumidor Final (B2C),Campo Grande,463.88,Contrato Recorrente (B2B)
892,2728,2024-02-15,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,396.3,Contrato Recorrente (B2B)
893,2730,2024-11-27,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,251.54,PIX
894,2732,2024-10-15,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,189.46,Cartão parcelado
895,2736,2025-08-25,Ferramentas,Conta Corporativa (B2B),Campo Grande,12672.53,Boleto (B2B)
896,2737,2024-09-19,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,283.48,PIX
897,2738,2024-02-17,Moda e Vestuário,Conta Corporativa (B2B),Corumbá,9598.71,Cartão parcelado
898,2741,2025-12-26,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,305.23,Contrato Recorrente (B2B)
899,2745,2025-08-22,Ferramentas,Consumidor Final (B2C),Campo Grande,276.21,PIX
900,2747,2024-12-31,Brinquedos,Consumidor Final (B2C),Corumbá,158.43,Cartão parcelado
901,2748,2024-12-04,Móveis,Conta Corporativa (B2B),Campo Grande,6512.12,Cartão parcelado
902,2756,2024-03-16,Utilidades Domésticas,Conta Corporativa (B2B),Campo Grande,9040.63,Contrato Recorrente (B2B)
903,2762,2024-07-22,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,441.93,Cartão parcelado
904,2763,2025-06-22,Casa e Decoração,Consumidor Final (B2C),Três Lagoas,367.97,Cartão à vista
905,2764,2024-04-09,Brinquedos,Consumidor Final (B2C),Campo Grande,438.98,Cartão parcelado
906,2765,2025-12-31,Moda e Vestuário,Conta Corporativa (B2B),Dourados,8529.03,Boleto (B2B)
907,2769,2024-12-17,Papelaria e Escritório,Consumidor Final (B2C),Dourados,334.4,Cartão parcelado
908,2771,2024-07-08,Papelaria e Escritório,Conta Corporativa (B2B),Campo Grande,7950.13,PIX
909,2773,2024-11-05,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,384.85,Cartão à vista
910,2778,2024-12-15,Ferramentas,Consumidor Final (B2C),Corumbá,320.53,PIX
911,2780,2024-05-15,Utilidades Domésticas,Consumidor Final (B2C),Ponta Porã,289.45,Cartão à vista
912,2782,2025-06-25,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,203.07,Cartão parcelado
913,2783,2024-11-14,Papelaria e Escritório,Consumidor Final (B2C),Três Lagoas,253.1,Cartão parcelado
914,2789,2025-07-26,Brinquedos,Consumidor Final (B2C),Ponta Porã,380.79,Contrato Recorrente (B2B)
915,2805,2024-12-20,Eletrônicos,Conta Corporativa (B2B),Campo Grande,9552.89,Cartão à vista
916,2808,2025-12-07,Ferramentas,Consumidor Final (B2C),Dourados,356.12,Cartão à vista
917,2809,2024-06-27,Brinquedos,Consumidor Final (B2C),Campo Grande,351.99,Cartão à vista
918,2812,2024-10-17,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,234.08,Cartão à vista
919,2815,2025-12-03,Beleza e Higiene,Consumidor Final (B2C),Três Lagoas,332.52,Cartão à vista
920,2819,2024-01-25,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,427.03,PIX
921,2824,2024-02-21,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,398.28,Cartão parcelado
922,2825,2024-05-31,Eletrônicos,Consumidor Final (B2C),Ponta Porã,418.92,PIX
923,2826,2025-06-22,Utilidades Domésticas,Conta Corporativa (B2B),Ponta Porã,5494.26,Cartão à vista
924,2827,2025-05-12,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,331.2,Boleto (B2B)
925,2830,2024-04-20,Alimentos e Bebidas,Conta Corporativa (B2B),Três Lagoas,7315.63,Cartão à vista
926,2831,2025-12-28,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,239.32,Contrato Recorrente (B2B)
927,2836,2025-02-06,Ferramentas,Conta Corporativa (B2B),Campo Grande,10523.95,PIX
928,2837,2025-03-12,Móveis,Conta Corporativa (B2B),Ponta Porã,4074.72,Cartão parcelado
929,2842,2025-02-06,Moda e Vestuário,Conta Corporativa (B2B),Dourados,9254.12,Cartão parcelado
930,2844,2025-03-27,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,513.14,Contrato Recorrente (B2B)
931,2852,2024-08-16,Moda e Vestuário,Consumidor Final (B2C),Dourados,219.45,Cartão parcelado
932,2853,2024-10-08,Ferramentas,Consumidor Final (B2C),Três Lagoas,328.22,Cartão à vista
933,2858,2025-04-01,Beleza e Higiene,Consumidor Final (B2C),Corumbá,258.54,Cartão parcelado
934,2861,2025-12-31,Moda e Vestuário,Conta Corporativa (B2B),Campo Grande,7861.91,Boleto (B2B)
935,2870,2025-04-06,Eletrônicos,Consumidor Final (B2C),Campo Grande,366.12,Contrato Recorrente (B2B)
936,2877,2024-02-07,Móveis,Consumidor Final (B2C),Campo Grande,273.73,Cartão parcelado
937,2879,2024-08-15,Utilidades Domésticas,Consumidor Final (B2C),Corumbá,396.98,Cartão à vista
938,2883,2024-05-11,Móveis,Consumidor Final (B2C),Dourados,293.52,PIX
939,2886,2024-07-12,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,245.92,Contrato Recorrente (B2B)
940,2889,2025-05-30,Móveis,Consumidor Final (B2C),Ponta Porã,144.79,Cartão parcelado
941,2895,2025-03-16,Utilidades Domésticas,Consumidor Final (B2C),Ponta Porã,397.59,Cartão parcelado
942,2896,2025-04-19,Eletrônicos,Consumidor Final (B2C),Dourados,333.42,Cartão parcelado
943,2903,2025-02-02,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,366.71,Cartão à vista
944,2913,2024-06-11,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,268.61,Contrato Recorrente (B2B)
945,2916,2025-07-02,Beleza e Higiene,Consumidor Final (B2C),Corumbá,472.13,PIX
946,2917,2024-06-17,Brinquedos,Consumidor Final (B2C),Campo Grande,359.08,Cartão à vista
947,2919,2025-06-02,Alimentos e Bebidas,Consumidor Final (B2C),Corumbá,531.92,Contrato Recorrente (B2B)
948,2927,2024-08-14,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,317.45,Contrato Recorrente (B2B)
949,2928,2024-02-03,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,261.65,Cartão parcelado
950,2930,2025-03-12,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,146.22,PIX
951,2931,2025-11-10,Papelaria e Escritório,Consumidor Final (B2C),Dourados,320.2,Cartão à vista
952,2933,2025-09-02,Casa e Decoração,Consumidor Final (B2C),Corumbá,467.65,Cartão à vista
953,2947,2025-11-29,Ferramentas,Consumidor Final (B2C),Três Lagoas,297.94,Cartão parcelado
954,2948,2025-01-04,Alimentos e Bebidas,Consumidor Final (B2C),Três Lagoas,253.55,Cartão à vista
955,2954,2025-12-31,Brinquedos,Conta Corporativa (B2B),Campo Grande,8964.81,Boleto (B2B)
956,2955,2025-02-10,Alimentos e Bebidas,Conta Corporativa (B2B),Três Lagoas,4495.67,Boleto (B2B)
957,2957,2025-05-21,Beleza e Higiene,Consumidor Final (B2C),Dourados,386.94,Cartão à vista
958,2959,2025-09-21,Brinquedos,Consumidor Final (B2C),Campo Grande,420.76,Cartão à vista
959,2961,2025-01-24,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,333.48,Cartão à vista
960,2969,2025-05-22,Brinquedos,Conta Corporativa (B2B),Campo Grande,5476.82,Boleto (B2B)
961,2975,2024-06-02,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,310.77,PIX
962,2977,2024-04-11,Móveis,Consumidor Final (B2C),Três Lagoas,278.73,PIX
963,2978,2024-05-07,Móveis,Consumidor Final (B2C),Dourados,383.56,PIX
964,2979,2024-09-24,Moda e Vestuário,Consumidor Final (B2C),Ponta Porã,464.62,Cartão à vista
965,2982,2025-07-22,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,313.53,Cartão à vista
966,2985,2024-09-01,Papelaria e Escritório,Consumidor Final (B2C),Corumbá,431.74,Cartão parcelado
967,2988,2025-04-06,Utilidades Domésticas,Conta Corporativa (B2B),Campo Grande,7979.89,PIX
968,2989,2025-09-14,Móveis,Consumidor Final (B2C),Campo Grande,225.04,PIX
969,2991,2024-07-21,Ferramentas,Consumidor Final (B2C),Campo Grande,366.95,Cartão à vista
970,2995,2025-09-02,Ferramentas,Consumidor Final (B2C),Campo Grande,301.09,Cartão parcelado
971,2999,2024-08-18,Ferramentas,Consumidor Final (B2C),Campo Grande,394.89,PIX
972,3005,2025-02-09,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,230.85,Cartão parcelado
973,3008,2024-05-18,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,323.02,Cartão à vista
974,3011,2025-09-10,Beleza e Higiene,Conta Corporativa (B2B),Campo Grande,9417.72,Cartão à vista
975,3012,2024-09-28,Eletrônicos,Consumidor Final (B2C),Campo Grande,464.28,Cartão à vista
976,3014,2025-09-14,Eletrônicos,Consumidor Final (B2C),Ponta Porã,337.06,PIX
977,3019,2024-05-12,Móveis,Consumidor Final (B2C),Campo Grande,276.24,Cartão à vista
978,3020,2024-12-01,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,292.03,Boleto (B2B)
979,3023,2025-09-19,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,261.42,Cartão à vista
980,3031,2025-04-13,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,441.4,Cartão parcelado
981,3035,2025-12-06,Utilidades Domésticas,Consumidor Final (B2C),Dourados,309.0,Boleto (B2B)
982,3042,2025-11-24,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,386.22,Cartão à vista
983,3043,2024-05-23,Brinquedos,Consumidor Final (B2C),Campo Grande,380.67,Cartão parcelado
984,3047,2025-07-04,Eletrônicos,Consumidor Final (B2C),Três Lagoas,279.17,Cartão parcelado
985,3049,2025-01-29,Eletrônicos,Conta Corporativa (B2B),Ponta Porã,7037.91,Cartão parcelado
986,3050,2025-02-19,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,177.03,PIX
987,3052,2025-04-13,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,273.88,Cartão à vista
988,3055,2025-10-31,Eletrônicos,Consumidor Final (B2C),Campo Grande,389.61,Cartão à vista
989,3059,2024-09-30,Eletrônicos,Consumidor Final (B2C),Ponta Porã,276.47,Contrato Recorrente (B2B)
990,3060,2025-01-23,Brinquedos,Consumidor Final (B2C),Campo Grande,430.91,PIX
991,3061,2024-10-21,Brinquedos,Conta Corporativa (B2B),Campo Grande,5221.82,Cartão à vista
992,3062,2024-11-27,Papelaria e Escritório,Consumidor Final (B2C),Ponta Porã,261.12,Cartão parcelado
993,3063,2025-06-04,Utilidades Domésticas,Consumidor Final (B2C),Dourados,430.81,Cartão à vista
994,3067,2025-11-16,Utilidades Domésticas,Consumidor Final (B2C),Corumbá,467.18,Cartão à vista
995,3070,2024-02-27,Ferramentas,Conta Corporativa (B2B),Três Lagoas,50.0,Cartão à vista
996,3071,2024-09-22,Ferramentas,Consumidor Final (B2C),Campo Grande,457.7,PIX
997,3082,2024-09-23,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,301.68,Cartão parcelado
998,3083,2024-03-19,Brinquedos,Consumidor Final (B2C),Dourados,300.35,PIX
999,3085,2024-08-20,Casa e Decoração,Consumidor Final (B2C),Corumbá,332.36,Cartão parcelado
1000,3087,2024-03-28,Brinquedos,Consumidor Final (B2C),Ponta Porã,411.73,PIX
1001,3089,2025-09-03,Alimentos e Bebidas,Consumidor Final (B2C),Dourados,245.77,Cartão à vista
1002,3091,2025-07-27,Papelaria e Escritório,Consumidor Final (B2C),Dourados,289.47,PIX
1003,3092,2024-08-06,Ferramentas,Consumidor Final (B2C),Campo Grande,312.54,Cartão parcelado
1004,3095,2025-09-08,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,356.83,Cartão à vista
1005,3096,2025-07-14,Casa e Decoração,Consumidor Final (B2C),Corumbá,148.12,PIX
1006,3104,2024-08-06,Brinquedos,Consumidor Final (B2C),Campo Grande,260.81,Cartão à vista
1007,3107,2025-04-29,Utilidades Domésticas,Conta Corporativa (B2B),Corumbá,6090.62,Contrato Recorrente (B2B)
1008,3109,2024-06-19,Papelaria e Escritório,Consumidor Final (B2C),Dourados,477.69,PIX
1009,3111,2024-04-09,Brinquedos,Consumidor Final (B2C),Campo Grande,206.94,Cartão parcelado
1010,3114,2024-04-19,Casa e Decoração,Consumidor Final (B2C),Ponta Porã,383.43,Contrato Recorrente (B2B)
1011,3116,2025-05-30,Beleza e Higiene,Consumidor Final (B2C),Dourados,251.54,Cartão à vista
1012,3118,2024-06-28,Papelaria e Escritório,Conta Corporativa (B2B),Ponta Porã,11097.42,Cartão parcelado
1013,3120,2024-11-08,Utilidades Domésticas,Consumidor Final (B2C),Ponta Porã,288.58,Boleto (B2B)
1014,3121,2025-03-06,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,331.88,Contrato Recorrente (B2B)
1015,3122,2025-04-15,Móveis,Consumidor Final (B2C),Campo Grande,415.36,Cartão à vista
1016,3124,2024-07-10,Eletrônicos,Consumidor Final (B2C),Dourados,455.81,PIX
1017,3127,2025-12-31,Beleza e Higiene,Consumidor Final (B2C),Três Lagoas,169.24,Cartão parcelado
1018,3130,2024-04-08,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,478.85,PIX
1019,3131,2025-09-11,Eletrônicos,Consumidor Final (B2C),Ponta Porã,314.12,Cartão à vista
1020,3136,2025-06-19,Ferramentas,Conta Corporativa (B2B),Ponta Porã,10765.83,Cartão parcelado
1021,3137,2024-09-09,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,244.61,Cartão à vista
1022,3145,2025-06-12,Papelaria e Escritório,Consumidor Final (B2C),Dourados,359.68,Cartão parcelado
1023,3151,2025-11-17,Ferramentas,Consumidor Final (B2C),Dourados,458.3,PIX
1024,3152,2024-09-20,Brinquedos,Consumidor Final (B2C),Dourados,269.46,Cartão parcelado
1025,3153,2024-02-05,Ferramentas,Consumidor Final (B2C),Dourados,389.82,PIX
1026,3155,2024-06-25,Móveis,Consumidor Final (B2C),Campo Grande,285.21,Cartão parcelado
1027,3156,2024-08-22,Papelaria e Escritório,Consumidor Final (B2C),Dourados,379.3,Cartão à vista
1028,3157,2024-12-26,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,563.35,Cartão parcelado
1029,3159,2024-05-20,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,443.3,Cartão à vista
1030,3161,2025-10-09,Eletrônicos,Consumidor Final (B2C),Campo Grande,518.85,Cartão parcelado
1031,3165,2024-02-26,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,465.75,Cartão parcelado
1032,3167,2024-03-25,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,270.91,Cartão à vista
1033,3171,2024-07-20,Casa e Decoração,Consumidor Final (B2C),Campo Grande,427.61,Cartão parcelado
1034,3173,2025-11-02,Móveis,Consumidor Final (B2C),Campo Grande,396.09,PIX
1035,3179,2024-09-10,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,367.91,Cartão parcelado
1036,3180,2024-07-09,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,192.8,PIX
1037,3181,2024-05-31,Brinquedos,Consumidor Final (B2C),Dourados,311.52,Cartão parcelado
1038,3185,2025-08-26,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,296.47,PIX
1039,3191,2025-05-08,Eletrônicos,Consumidor Final (B2C),Dourados,430.25,Cartão parcelado
1040,3207,2024-01-27,Brinquedos,Conta Corporativa (B2B),Campo Grande,12202.2,Cartão parcelado
1041,3218,2024-04-18,Ferramentas,Consumidor Final (B2C),Corumbá,314.33,PIX
1042,3226,2025-05-06,Beleza e Higiene,Consumidor Final (B2C),Ponta Porã,337.02,Cartão à vista
1043,3237,2025-06-29,Moda e Vestuário,Consumidor Final (B2C),Campo Grande,430.75,Cartão à vista
1044,3245,2025-06-24,Brinquedos,Consumidor Final (B2C),Ponta Porã,406.5,Cartão parcelado
1045,3247,2024-03-15,Eletrônicos,Consumidor Final (B2C),Campo Grande,408.18,Boleto (B2B)
1046,3248,2025-07-07,Papelaria e Escritório,Conta Corporativa (B2B),Campo Grande,8341.25,Cartão à vista
1047,3250,2025-05-26,Casa e Decoração,Conta Corporativa (B2B),Campo Grande,7341.52,Cartão à vista
1048,3252,2025-03-26,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,286.06,Cartão à vista
1049,3253,2024-07-10,Beleza e Higiene,Consumidor Final (B2C),Dourados,179.48,Cartão parcelado
1050,3260,2024-04-25,Utilidades Domésticas,Consumidor Final (B2C),Campo Grande,322.23,PIX
1051,3267,2025-08-23,Brinquedos,Consumidor Final (B2C),Ponta Porã,392.48,Contrato Recorrente (B2B)
1052,3269,2024-04-19,Moda e Vestuário,Consumidor Final (B2C),Ponta Porã,220.9,Cartão à vista
1053,3274,2025-10-15,Ferramentas,Consumidor Final (B2C),Dourados,292.02,Cartão à vista
1054,3277,2025-07-02,Beleza e Higiene,Consumidor Final (B2C),Campo Grande,264.19,Boleto (B2B)
1055,3279,2024-04-24,Brinquedos,Conta Corporativa (B2B),Campo Grande,7383.41,Cartão à vista
1056,3284,2024-03-31,Móveis,Consumidor Final (B2C),Campo Grande,293.29,Cartão parcelado
1057,3285,2024-05-08,Ferramentas,Consumidor Final (B2C),Campo Grande,345.96,Cartão à vista
1058,3288,2025-01-08,Alimentos e Bebidas,Conta Corporativa (B2B),Campo Grande,10147.76,Cartão à vista
1059,3289,2024-09-20,Móveis,Consumidor Final (B2C),Ponta Porã,295.21,Cartão parcelado
1060,3292,2025-07-06,Moda e Vestuário,Consumidor Final (B2C),Dourados,282.35,Cartão parcelado
1061,3295,2024-10-31,Móveis,Consumidor Final (B2C),Três Lagoas,370.33,PIX
1062,3297,2024-03-25,Ferramentas,Conta Corporativa (B2B),Campo Grande,8079.61,PIX
1063,3302,2025-09-10,Móveis,Consumidor Final (B2C),Dourados,459.78,Cartão parcelado
1064,3307,2024-10-01,Móveis,Consumidor Final (B2C),Três Lagoas,326.77,Boleto (B2B)
1065,3311,2024-11-29,Utilidades Domésticas,Consumidor Final (B2C),Três Lagoas,400.2,PIX
1066,3312,2025-05-16,Alimentos e Bebidas,Consumidor Final (B2C),Campo Grande,351.34,Cartão à vista
1067,3314,2025-08-11,Moda e Vestuário,Consumidor Final (B2C),Ponta Porã,453.32,Cartão parcelado
1068,3322,2025-07-14,Brinquedos,Consumidor Final (B2C),Dourados,399.65,PIX
1069,3325,2024-06-18,Papelaria e Escritório,Consumidor Final (B2C),Campo Grande,346.17,Boleto (B2B)
1070,3328,2025-06-04,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,185.61,Cartão à vista
1071,3331,2025-03-16,Alimentos e Bebidas,Consumidor Final (B2C),Ponta Porã,330.42,Cartão parcelado
1072,3332,2024-02-27,Moda e Vestuário,Consumidor Final (B2C),Três Lagoas,240.47,Cartão parcelado
1073,3335,2025-07-03,Casa e Decoração,Consumidor Final (B2C),Campo Grande,289.32,PIX
1074,3337,2025-05-10,Móveis,Consumidor Final (B2C),Dourados,210.58,Cartão parcelado
